Dutchess,4,GE101,HISTORY COUSRE,HIST,901L,HISTORY COURSE
Dutchess,9,103,3D DESIGN,ART,201N,3D DESIGN
Dutchess,9,210,ART STUDIO ELEC,ART,800N,ART STUDIO ELEC
Dutchess,38,255,PSYCHOLOGY COURSE,PSYC,901L,PSYCHOLOGY COURSE
Dutchess,41,180,COLL WRITING II,ENG,117L,COLL WRITING II
Dutchess,ACC,1,ACCOUNTING ELECT,ACCT,800N,ACCOUNTING ELECTIVE
Dutchess,ACC,4,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,ACC,100,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,ACC,101,PRINC ACCOUNTING I,ACCT,801N,ACCOUNTING ELECTIVE
Dutchess,ACC,101,ACCOUNTING I,ACCT,801N,ACCOUNTING ELECTIVE
Dutchess,ACC,102,PRINC ACCOUNTING II,ACCT,802N,ACCOUNTING ELECT
Dutchess,ACC,102,ACCOUNTING II,ACCT,802N,ACCOUNTING ELECT
Dutchess,ACC,104,FINANCIAL ACCTNG,ACCT,203N,FINANCIAL ACCTNG
Dutchess,ACC,105,ACCOUNTING ELECTIVE,ACCT,800N,ACCOUNTING ELECTIVE
Dutchess,ACC,106,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,ACC,110,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,ACC,113,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,ACC,194,FINANCIAL ACCTNG,ACCT,203N,FINANCIAL ACCTNG
Dutchess,ACC,201,MANAGERIAL ACCTNG,ACCT,204N,MANAGERIAL ACCTNG
Dutchess,ACC,204,MANAGERIAL ACCTNG,ACCT,204N,MANAGERIAL ACCTNG
Dutchess,ACC,205,COMPUTER ACCT APPL,ACCT,802N,ACCOUNTING ELECT
Dutchess,ACC,205,COMPUTER ACCT APPL,ACCT,802N,ACCOUNTING ELECT
Dutchess,ACC,211,ACCOUNTING ELECTIVE,ACCT,801N,ACCOUNTING ELECTIVE
Dutchess,ACC,213,ACCOUNTING SYSTEMS,ACCT,801N,ACCOUNTING ELECTIVE
Dutchess,ACC,213,ACCOUNTING SYSTEMS,ACCT,350N,ACCTING SYSTEMS
Dutchess,ACC,213,ACCOUNTING SYSTEMS,ACCT,802N,ACCOUNTING ELECT
Dutchess,ACC,213,ACCOUNTING SYSTEMS,ACCT,801N,ACCOUNTING ELECTIVE
Dutchess,ACC,213,ACCOUNTING SYSTEMS,ACCT,802N,ACCOUNTING ELECT
Dutchess,ACC,213,ACCOUNTING SYSTEMS,ACCT,350N,ACCTING SYSTEMS
Dutchess,ACC,220,ACCT COURSE,ACCT,901N,ACCT COURSE
Dutchess,ACC,221,INTERM ACCTING I,ACCT,301N,INTERM ACCTING I
Dutchess,ACC,221,INTERM ACCTING I,ACCT,301N,INTERM ACCTING I
Dutchess,ACC,221,INTERM ACCTING I,ACCT,301N,INTERM ACCTING I
Dutchess,ACC,221,INTERM ACCTING I,ACCT,301N,INTERM ACCTING I
Dutchess,ACC,221L,INTERM ACCTG I,ACCT,301N,INTERM ACCTING I
Dutchess,ACC,241,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,ACC,260,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,ACC,271,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,ACC,272,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,ACC,273,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,AHS,101,GENERAL ELECTIVE,ELEC,801L,GENERAL ELECTIVE
Dutchess,ANT,102,ANTHROPOLOGY II,ANTH,102L,ANTHROPOLOGY II
Dutchess,ARC,100,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,ARC,101,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,ARC,103,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,ARC,104,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,ARC,105,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,ARC,106,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,ARC,107,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,ARC,108,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,ARC,109,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,ARC,110,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,ARC,113,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,ARC,122,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,ARC,123,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,ARC,203,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,ARC,205,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,ARC,206,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,ARC,207,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,ARC,208,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,ARC,210,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,ARC,211,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,ARC,214,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,ARC,216,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,ARC,271,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,ARC,272,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,ARC,273,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,ART,100,ART STUDIO ELECT,ART,803N,ART STUDIO ELECT
Dutchess,ART,101,HIST WEST ART I,ART,160L,HIST WEST ART I
Dutchess,ART,102,ART 20TH CENT,ART,366L,ART 20TH CENT
Dutchess,ART,103,ART 100 LEV GEN,ART,901L,ART 100 LEV GEN
Dutchess,ART,104,FUND OF ART,ART,111N,BASIC PAINTING
Dutchess,ART,104,FUND OF ART,ART,125L,ARTS - VALUES
Dutchess,ART,104,BASIC PAINTING,ART,111N,BASIC PAINTING
Dutchess,ART,104,BASIC PAINTING,ART,125L,ARTS - VALUES
Dutchess,ART,105,BASIC PHOTO,ART,145N,BASIC PHOTO
Dutchess,ART,106,ART STUDIO ELECT,ART,801N,ART STUDIO ELECT
Dutchess,ART,107,BASIC SCULPTURE,ART,105N,BASIC SCULPTURE
Dutchess,ART,110,FUND ART-DESIGN,ART,101N,FUND ART-DESIGN
Dutchess,ART,111,FUND ART DES II,ART,201N,FUND ART DES II
Dutchess,ART,112,BASIC DRAWING,ART,110N,BASIC DRAWING
Dutchess,ART,113,INTERM DRAWING,ART,203N,INTERM DRAWING
Dutchess,ART,120,BASIC PAINTING,ART,111N,BASIC PAINTING
Dutchess,ART,121,INTERM PAINTING,ART,202N,INTERM PAINTING
Dutchess,ART,122,ART COURSE,ART,900N,ART COURSE
Dutchess,ART,123,ADV DRAWING I,ART,310N,ADV DRAWING I
Dutchess,ART,130,BASIC PRINTMAKING,ART,207N,BASIC PRINTMAKING
Dutchess,ART,140,GRAPHIC DESIGN I,ART,215N,GRAPHIC DESIGN I
Dutchess,ART,141,ART STUDIO ELECT,ART,801N,ART STUDIO ELECT
Dutchess,ART,142,ART 100 LEV STUDIO,ART,903N,ART 100 LEV STUDIO
Dutchess,ART,143,ART COURSE,ART,900N,ART COURSE
Dutchess,ART,145,DIGTL LAYOUT+DESIGN,ART,324L,DIGTL LAYOUT+DESIGN
Dutchess,ART,147,Graphic Design III/Design Ill,ART,901L,ART COURSE
Dutchess,ART,150,BASIC PHOTO,ART,145N,BASIC PHOTO
Dutchess,ART,151,INTERM PHOTOGRAPH,ART,240N,INTERM PHOTOGRAPH
Dutchess,ART,153,ART COURSE,ART,900N,ART COURSE
Dutchess,ART,154,ART ELECTIVE,ART,800N,ART ELECTIVE
Dutchess,ART,157,ARTS 100 LEV STUDIO,ART,901N,ARTS 100 LEV STUDIO
Dutchess,ART,161,ARTS 100 LEV STUDIO,ART,901N,ARTS 100 LEV STUDIO
Dutchess,ART,161,ARTS 100 LEV STUDIO,ART,901N,ARTS 100 LEV STUDIO
Dutchess,ART,161,ARTS 100 LEV STUDIO,ART,901N,ARTS 100 LEV STUDIO
Dutchess,ART,162,ART ELECTIVE,ART,800N,ART ELECTIVE
Dutchess,ART,163,ARTS 100 LEV STUDIO,ART,901N,ARTS 100 LEV STUDIO
Dutchess,ART,170,ART STUDIO ELECT,ART,801N,ART STUDIO ELECT
Dutchess,ART,171,ART STUDIO ELECT,ART,802N,ARTS STUDIO ELECT
Dutchess,ART,172,ART ELECTIVE,ART,800N,ART STUDIO ELEC
Dutchess,ART,180,ART COURSE,ART,900N,ART COURSE
Dutchess,ART,190,ARTS 100 LEV STUDIO,ART,901N,ARTS 100 LEV STUDIO
Dutchess,ART,191,ART 100 LEV STUDIO,ART,901N,ARTS 100 LEV STUDIO
Dutchess,ART,204,INTERM PAINTING,ART,202N,INTERM PAINTING
Dutchess,ART,209,ART STUDIO ELECT,ART,801N,ART STUDIO ELECT
Dutchess,ART,217,ART COURSE,ART,900L,ART COURSE
Dutchess,ART,222,WATERCOLOR,ART,802N,ARTS STUDIO ELECT
Dutchess,ART,224,ARTS 100 LEV STUDIO,ART,901N,ARTS 100 LEV STUDIO
Dutchess,ART,226,BASIC PRINTMAKING,ART,207N,BASIC PRINTMAKING
Dutchess,ART,230,BASIC PRINTMAKING,ART,207N,BASIC PRINTMAKING
Dutchess,ART,240,ART COURSE,ART,900N,ART COURSE
Dutchess,ART,241,ARTS STUDIO ELECT,ART,802N,ARTS STUDIO ELECT
Dutchess,ART,250,ARTS 100 LEV STUDIO,ART,901N,ARTS 100 LEV STUDIO
Dutchess,ART,251,ART COURSE,ART,900N,ART COURSE
Dutchess,ART,252,ART COURSE,ART,900N,ART COURSE
Dutchess,ART,253,ART COURSE,ART,900N,ART COURSE
Dutchess,ART,254,PHOTOJOURNALISM,ART,345L,PHOTOJOURNALISM
Dutchess,ART,256,ARTS 100 LEV STUDIO,ART,902N,ART 100 LEV STUD
Dutchess,ART,270,ART STUDIO ELECT,ART,801N,ART STUDIO ELECT
Dutchess,ART,273,ART STUDIO ELECT,ART,801N,ART STUDIO ELECT
Dutchess,ART,274,CERAMICS,ART,801N,ART STUDIO ELECT
Dutchess,ART,275,Ceramics,ART,802N,ARTS STUDIO ELECT
Dutchess,ART,275,ART STUDIO ELECT,ART,802N,ARTS STUDIO ELECT
Dutchess,ART,291,ART 100 LEV STUD,ART,902N,ART 100 LEV STUD
Dutchess,ART,800, F,ART,800N,ART STUDIO ELEC
Dutchess,ART,801,F,ART,801N,ART STUDIO ELECT
Dutchess,ART,901,F,ART,901L,ART COURSE
Dutchess,ASL,101,FOR LANG COURSE,LANG,901L,FOR LANG COURSE
Dutchess,ASL,102,FOR LANG COURSE,LANG,902L,FOR LANG COURSE
Dutchess,AST,131,INTRO COSMOLOGY,PHYS,108L,INTRO COSMOLOGY
Dutchess,AST,131,INTRO COSMOLOGY,PHYS,108L,INTRO COSMOLOGY
Dutchess,AST,131,INTRO COSMOLOGY,PHYS,108L,INTRO COSMOLOGY
Dutchess,AST,131,INTRO COSMOLOGY,PHYS,108L,INTRO COSMOLOGY
Dutchess,AST,132,PHYSICS COURSE,PHYS,901L,PHYSICS COURSE
Dutchess,BH,103,SOCIAL PROBLEMS,SOC,202L,SOCIAL PROBLEMS
Dutchess,BH,205,MARRIAGE & FAMILY,REST,335L,MARRIAGE & FAMILY
Dutchess,BH,207,FOUNDATIONS OF EDUCATION,EDUC,101L,FOUNDATIONS OF EDUCATION
Dutchess,BHS,100,GENERAL ELECTIVE,ELEC,802L,GENERAL ELECTIVE
Dutchess,BHS,101,INTRO SOCIOLOGY,SOC,101L,INTRO SOCIOLOGY
Dutchess,BHS,102,SOCIAL PROBLEMS,SOC,202L,SOCIAL PROBLEMS
Dutchess,BHS,103,SOCIAL PROBLEMS,SOC,102L,SOCIAL PROBLEMS
Dutchess,BHS,103,SOCIAL PROBLEMS,SOC,202L,SOCIAL PROBLEMS
Dutchess,BHS,103,SOCIAL PROBLEMS,SOC,102L,SOCIAL PROBLEMS
Dutchess,BHS,103,SOCIAL PROBLEMS,SOC,202L,SOCIAL PROBLEMS
Dutchess,BHS,103L,SOCIAL PROBLEMS,SOC,202L,SOCIAL PROBLEMS
Dutchess,BHS,104,SOCIAL INEQUALITY,SOC,336L,SOCIAL INEQUALITY
Dutchess,BHS,110,INTRO TO SOC WORK,SOCW,230L,INTRO TO SOC WORK
Dutchess,BHS,142,CRIMINOLOGY,CRJU,202L,CRIMINOLOGY
Dutchess,BHS,142,CRIMINOLOGY,CRJU,202L,CRIMINOLOGY
Dutchess,BHS,142,Criminology,CRJU,202L,CRIMINOLOGY
Dutchess,BHS,142,Criminology,CRJU,202L,CRIMINOLOGY
Dutchess,BHS,201,SOCIOLOGY ELECTIVE,SOC,800L,SOCIOLOGY ELECTIVE
Dutchess,BHS,202,PHYSICAL ANTHROPOLOGY,ANTH,101L,PHYSICAL ANTHROPOLOGY
Dutchess,BHS,203,INTRO SOCIOLOGY,SOC,101L,INTRO SOCIOLOGY
Dutchess,BHS,204,ANTHROP COURSE,ANTH,901L,ANTHROP COURSE
Dutchess,BHS,205,MARRIAGE & FAMILY,REST,335L,MARRIAGE & FAMILY
Dutchess,BHS,206,CULTURAL ANTHROPOLOGY,ANTH,102L,CULTURAL ANTHROPOLOGY
Dutchess,BHS,207,PHIL OF EDUCATION,EDUC,101L,FOUNDATIONS OF EDUCATION
Dutchess,BHS,208,SOCIOLOGY COURSE,SOC,901L,SOCIOLOGY COURSE
Dutchess,BHS,209,SOCIOLOGY MINORIT,SOC,336L,SOCIOLOGY MINORIT
Dutchess,BHS,210,RELIGIOUS STUDIES COURSE,REST,901L,RELIGIOUS STUDIES COURSE
Dutchess,BHS,212,SOCIOLOGY COURSE,SOC,901L,SOCIOLOGY COURSE
Dutchess,BHS,214,ARCHAEOLOGY,ANTH,120L,ARCHAEOLOGY
Dutchess,BHS,215,ANTHROP COURSE,ANTH,902L,ANTHROP COURSE
Dutchess,BHS,216,SOCIOLOGY COURSE,SOC,901L,SOCIOLOGY COURSE
Dutchess,BHS,220,SOCW ELECTIVE,SOCW,800L,SOCW ELECTIVE
Dutchess,BHS,221,SOCW ELECTIVE,SOCW,800L,SOCW ELECTIVE
Dutchess,BHS,222,SOCW ELECTIVE,SOCW,800L,SOCW ELECTIVE
Dutchess,BHS,230,INTRO SOCIOLOGY,SOC,101L,INTRO SOCIOLOGY
Dutchess,BHS,233,CRIM JUST THRU FILM MEDIA,CRJU,805L,CRIM JUST ELECT
Dutchess,BHS,242,DRUG/ALCOHOL ABUS,CRJU,242L,DRUG/ALCOHOL ABUS
Dutchess,BHS,245,PHILOSPHY COURSE,PHIL,901L,PHILOSPHY COURSE
Dutchess,BHS,251,GENERAL ELECTIVE,ELEC,801L,GENERAL ELECTIVE
Dutchess,BHS,262,JUVENILE DELINQ,CRJU,223L,JUVENILE DELINQ
Dutchess,BHS,273,SOCIOLOGY ELECTIVE,SOC,801L,SOCIOLOGY ELECTIVE
Dutchess,BHS,803,SOCIOLOGY ELECTIVE,SOC,801L,SOCIOLOGY ELECTIVE
Dutchess,BHS,805,SOCIOLOGY COURSE,SOC,901L,SOCIOLOGY COURSE
Dutchess,BHS,806,SOCIOLOGY ELECTIVE,SOC,801L,SOCIOLOGY ELECTIVE
Dutchess,BHS,912,SOCIAL WORK COURSE,SOCW,901L,SOCIAL WORK COURSE
Dutchess,BHS,913,SOCIOLOGY COURSE,SOC,901L,SOCIOLOGY COURSE
Dutchess,BHS,917,ARCHAEOLOGY,ANTH,120L,ARCHAEOLOGY
Dutchess,BHS,922,HISTORY COURSE,HIST,902L,HISTORY COURSE
Dutchess,BHS,923,HISTORY COURSE,HIST,901L,HISTORY COURSE
Dutchess,BHS,924,ANTHROP COURSE,ANTH,902L,ANTHROP COURSE
Dutchess,BHS,925,ANTHROP COURSE,ANTH,903L,ANTHROP COURSE
Dutchess,BI,103,BIOLOGY COURSE,BIOL,900L,BIOLOGY COURSE
Dutchess,BI,105,BIOLOGY COURSE,BIOL,901L,BIOLOGY COURSE
Dutchess,BI,203,BIOLOGY ELECTIVE,BIOL,801L,BIOLOGY ELECTIVE
Dutchess,BIO,30,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,BIO,101,GENERAL BIOLOGY I,BIOL,130L,GEN BIOLOGY I
Dutchess,BIO,1019,GEN BIO I,BIOL,110L,GENERAL BIOLOGY I
Dutchess,BIO,1019L,GEN BIO LAB I,BIOL,112L,GEN BIOLOGY LAB I
Dutchess,BIO,101L,GEN BIOLOGY LAB I,BIOL,112L,GEN BIOLOGY LAB I
Dutchess,BIO,101LAB,GEN BIOLOGY LAB I,BIOL,112L,GEN BIOLOGY LAB I
Dutchess,BIO,102,GEN BIOLOGY II,BIOL,131L,GEN BIOLOGY II
Dutchess,BIO,102L,GEN BIOL LAB II,BIOL,113L,GEN BIOL LAB II
Dutchess,BIO,102LAB,GEN BIOL LAB II,BIOL,113L,GEN BIOL LAB II
Dutchess,BIO,103,HUMAN BIOLOGY,BIOL,237L,HUMAN BIOLOGY
Dutchess,BIO,103,HUMAN BIOLOGY,BIOL,237L,HUMAN BIOLOGY
Dutchess,BIO,103,HUMAN BIOLOGY,BIOL,237L,HUMAN BIOLOGY
Dutchess,BIO,103,HUMAN BIOLOGY,BIOL,237L,HUMAN BIOLOGY
Dutchess,BIO,103L,BIOLOGY COURSE,BIOL,901L,BIOLOGY COURSE
Dutchess,BIO,104,BIOLOGY COURSE,BIOL,901L,BIOLOGY COURSE
Dutchess,BIO,105,GEN BIOLOGY I,BIOL,130L,GEN BIOLOGY I
Dutchess,BIO,106,GEN BIOLOGY II,BIOL,131L,GEN BIOLOGY II
Dutchess,BIO,107,Ecology,BIOL,330L,ECOLOGY
Dutchess,BIO,107,Ecology,BIOL,237L,HUMAN BIOLOGY
Dutchess,BIO,107,Ecology,ENSC,360L,ECOLOGY:PRIN&PRACT
Dutchess,BIO,107,ECOLOGY,BIOL,330L,ECOLOGY
Dutchess,BIO,107,ECOLOGY,ENSC,360L,ECOLOGY:PRIN&PRACT
Dutchess,BIO,107,ECOLOGY,BIOL,237L,HUMAN BIOLOGY
Dutchess,BIO,107,INTRO HUMAN BIOL,BIOL,330L,ECOLOGY
Dutchess,BIO,107,INTRO HUMAN BIOL,ENSC,360L,ECOLOGY:PRIN&PRACT
Dutchess,BIO,107,INTRO HUMAN BIOL,BIOL,237L,HUMAN BIOLOGY
Dutchess,BIO,108,BIOL COURSE,BIOL,902L,BIOL COURSE
Dutchess,BIO,109,HUMAN ANTMY & PHYS I,BIOL,201L,HUMAN ANTMY & PHYS I
Dutchess,BIO,110,HUMAN ANTMY & PHYS II,BIOL,202L,HUMAN ANTMY & PHYS II
Dutchess,BIO,111,BIOLOGY ELECTIVE,BIOL,800L,BIOLOGY ELECTIVE
Dutchess,BIO,112,BIOLOGY COURSE,BIOL,901L,BIOLOGY COURSE
Dutchess,BIO,115,BIOLOGY COURSE,BIOL,901L,BIOLOGY COURSE
Dutchess,BIO,122,HUMAN NUTRITION,HLTH,201L,HUMAN NUTRITION
Dutchess,BIO,130,BIOLOGY COURSE,BIOL,901L,BIOLOGY COURSE
Dutchess,BIO,131,HUM ANTMY&PHYS I,BIOL,201L,HUM ANTMY&PHYS I
Dutchess,BIO,132,HUM ANTMY&PHYSII,BIOL,202L,HUM ANTMY&PHYSII
Dutchess,BIO,144,BIOLOGY COURSE,BIOL,901L,BIOLOGY COURSE
Dutchess,BIO,203,INVERT ZOOLOGY,BIOL,420L,INVERT ZOOLOGY
Dutchess,BIO,204,BOTANY,BIOL,211L,BOTANY
Dutchess,BIO,205,GENETICS,BIOL,320L,GENETICS
Dutchess,BIO,207,MICROBIOLOGY,BIOL,312L,MICROBIOLOGY
Dutchess,BIO,209,HUM ANTMY&PHYS I,BIOL,201L,HUM ANTMY&PHYS I
Dutchess,BIO,209,MAMMALIAN ANAT,BIOL,201L,HUM ANTMY&PHYS I
Dutchess,BIO,210,HUM ANTMY&PHYS II,BIOL,202L,HUM ANTMY&PHYS II
Dutchess,BIO,210,HUM ANTMY&PHYS II,BIOL,202L,HUM ANTMY&PHYSII
Dutchess,BIO,210,MAMMALIAN PHYSIOL,BIOL,202L,HUM ANTMY&PHYS II
Dutchess,BIO,210,MAMMALIAN PHYSIOL,BIOL,202L,HUM ANTMY&PHYSII
Dutchess,BIO,211,BIOLOGY COURSE,BIOL,900L,BIOLOGY COURSE
Dutchess,BIO,212,MICROBIOLOGY,BIOL,312L,MICROBIOLOGY
Dutchess,BIO,213,BIOLOGY COURSE,BIOL,901L,BIOLOGY COURSE
Dutchess,BIO,221,INTRO ENVIRON ISS,ENSC,101L,INTRO ENVIRON ISS
Dutchess,BIO,225,BIOLOGY COURSE,BIOL,902L,BIOL COURSE
Dutchess,BIO,226,BIOL COURSE,BIOL,902L,BIOL COURSE
Dutchess,BIO,910,BIOLOGY ELECTIVE,BIOL,801L,BIOLOGY ELECTIVE
Dutchess,BIO,915,CELLULAR BIOLOGY,BIOL,210L,CELLULAR BIOLOGY
Dutchess,BIO,916,SCIENCE COURSE,SCI,903L,SCIENCE COURSE
Dutchess,BIO,917,BIOLOGY ELECTIVE,BIOL,801L,BIOLOGY ELECTIVE
Dutchess,BIO,920,ENVIRN MICROBIO,ENSC,313L,ENVIRN MICROBIO
Dutchess,BIOL,101L,GEN BIOLOGY LAB I,BIOL,112L,GEN BIOLOGY LAB I
Dutchess,BIOL,102,GEN BIOLOGY II,BIOL,111L,GEN BIOLOGY II
Dutchess,BIOL,102L,GEN BIOL LAB II,BIOL,113L,GEN BIOL LAB II
Dutchess,BIOL,104,BIOLOGY COURSE,BIOL,901L,BIOLOGY COURSE
Dutchess,BIOL,144,BIOLOGY COURSE,BIOL,901L,BIOLOGY COURSE
Dutchess,BOM,101,COMM PRINCIPLES,COM,100L,COMM PRINCIPLES
Dutchess,BRJ,206,CRIM & SCI INVEST,CRJU,206N,CRIM & SCI INVEST
Dutchess,BS,103,SOCIAL PROBLEMS,SOC,202L,SOCIAL PROBLEMS
Dutchess,BUS,100,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,BUS,100N,INTRO BUS & MGT,BUS,100N,INTRO BUS & MGT
Dutchess,BUS,100N,INTRO BUS & MGT,BUS,100N,INTRO BUS & MGT
Dutchess,BUS,101,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,BUS,102,BUSINESS ELECTIVE,BUS,801N,BUSINESS ELECTIVE
Dutchess,BUS,103,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,BUS,104,INTRO BUS & MGT,BUS,100N,INTRO BUS & MGT
Dutchess,BUS,105,PRINC ADVERTISING,COM,110L,PRIN ADVERTISING
Dutchess,BUS,106,BUSINESS ELECTIVE,BUS,801N,BUSINESS ELECTIVE
Dutchess,BUS,107,MARKET MANAGEMENT,BUS,340N,MARKET MANAGEMENT
Dutchess,BUS,107L,BUSINESS ELECTIVE,BUS,800N,BUSINESS ELECTIVE
Dutchess,BUS,109,EXCEL,CSIS,152L,EXCEL
Dutchess,BUS,110,ACCESS,CSIS,154L,ACCESS
Dutchess,BUS,111,COMPUTER STUDIES ELEC,CSIS,801L,COMPUTER STUDIES ELEC
Dutchess,BUS,112,WORDPROCESSING,CSIS,151L,WORDPROCESSING
Dutchess,BUS,115,THEORY OF MUSIC I,MUS,120L,THEORY OF MUSIC I
Dutchess,BUS,120,BUSINESS ELECTIVE,BUS,802N,BUSINESS ELECTIVE
Dutchess,BUS,122,MANAGERIAL ACCTNG,ACCT,204N,MANAGERIAL ACCTNG
Dutchess,BUS,125,BUSINESS LAW I,BUS,380N,BUSINESS LAW I
Dutchess,BUS,131,REAL PROP & TITLE,PRLG,313N,REAL PROP & TITLE
Dutchess,BUS,141,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,BUS,162,INTRO FASH INDUST,FASH,100N,INTRO FASH INDUST
Dutchess,BUS,207,BUSINESS COURSE,BUS,901N,BUS COURSE
Dutchess,BUS,208,SMALL BUS MANAGMNT,FASH,361N,SMALL BUS MANAGMNT
Dutchess,BUS,210,BUSINESS ELECTIVE,BUS,801L,BUSINESS ELECTIVE
Dutchess,BUS,215,BUSINESS LAW I,BUS,382N,LGL FOUND OF BUS
Dutchess,BUS,215,BUSINESS LAW I,BUS,380N,BUSINESS LAW I
Dutchess,BUS,215,BUSINESS LAW I,BUS,380N,BUSINESS LAW I
Dutchess,BUS,215,BUSINESS LAW I,BUS,382N,LGL FOUND OF BUS
Dutchess,BUS,216,BUSINESS LAW II,BUS,381N,BUSINESS LAW II
Dutchess,BUS,216,BUSINESS LAW II,BUS,381N,BUSINESS LAW II
Dutchess,BUS,233,BUSINESS LAW I,BUS,380N,BUSINESS LAW I
Dutchess,BUS,241,BUSINESS LAW I,BUS,380N,BUSINESS LAW I
Dutchess,BUS,243,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,BUS,244,HR MANAGEMENT,BUS,301N,HR MANAGEMNT
Dutchess,BUS,245,BUSINESS ELECTIVE,BUS,803N,BUSINESS ELECTIVE
Dutchess,BUS,246,BUSINESS ELECTIVE,BUS,803N,BUSINESS ELECTIVE
Dutchess,BUS,254,BUS COURSE,BUS,901N,BUS COURSE
Dutchess,BUS,255,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,BUS,273,BUSINESS ELECTIVE,BUS,802N,BUSINESS ELECTIVE
Dutchess,BUS,382N,LGL FOUND OF BUS,BUS,382N,LGL FOUND OF BUS
Dutchess,BUS,800N,BUSINESS ELECTIVE,BUS,800N,BUSINESS ELECTIVE
Dutchess,BUS,801,BUSINESS ELECTIVE,BUS,801L,BUSINESS ELECTIVE
Dutchess,BUS,801N,BUSINESS ELECTIVE,BUS,801N,BUSINESS ELECTIVE
Dutchess,BUS,906,BUSINESS ELECTIVE,BUS,801N,BUSINESS ELECTIVE
Dutchess,BUS,907,BUSINESS ELECTIVE,BUS,802N,BUSINESS ELECTIVE
Dutchess,BUS,909,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,BUS,910,Personal Finance,BUS,801N,BUSINESS ELECTIVE
Dutchess,BYS,207,PHIL OF EDUCATION,PHIL,233L,PHIL OF EDUCATION
Dutchess,CAD,102,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
