Dutchess,4,GE101,HISTORY COUSRE,HIST,901L,HISTORY COURSE
Dutchess,PSY,211,EDUC PSYCHOLOGY,PSYC,208L,EDUC PSYCHOLOGY
Dutchess,PSY,221,CHILD DEVELOPMENT,PSYC,317L,CHILD DEVELOPMENT
Dutchess,PSY,222,"ADOL, ADULT-AGIN",PSYC,321L,"ADOL, ADULT-AGIN"
Dutchess,PSY,235,THE EXCEPT CHILD,PSYC,207L,THE EXCEPT CHILD
Dutchess,PSY,236,HUM BEH-SOC ENV,SOCW,345L,HUM BEH-SOC ENV
Dutchess,PSY,802,PSYCHOLOGY ELECTIVE,PSYC,801L,PSYCHOLOGY ELECTIVE
Dutchess,PSY,901,PSYCH OF RETARDTN,PSYC,209L,PSYCH OF RETARDTN
Dutchess,PSY,904,PSYCHOLOGY ELECTIVE,PSYC,801L,PSYCHOLOGY ELECTIVE
Dutchess,PSYC,101,INTRO PSYCHOLOGY,PSYC,101L,INTRO PSYCHOLOGY
Dutchess,PSYC,102,PSYCHOLOGY COURSE,PSYC,902L,PSYC COURSE
Dutchess,PSYC,102,PSYCHOLOGY COURSE,PSYC,902L,PSYC COURSE
Dutchess,PSYC,102,PSYCHOLOGY COURSE,PSYC,901L,PSYCHOLOGY COURSE
Dutchess,PSYC,102,PSYCHOLOGY COURSE,PSYC,901L,PSYCHOLOGY COURSE
Dutchess,PSYC,111,INTRO PSYCHOLOGY,PSYC,101L,INTRO PSYCHOLOGY
Dutchess,PSYC,134,PSY OF INTERP COM,PSYC,215L,PSY OF INTERP COM
Dutchess,PSYC,202,SOC SERV THEO/PRA,PSYC,902L,PSYC COURSE
Dutchess,PSYC,202,SOC SERV THEO/PRA,PSYC,902L,PSYC COURSE
Dutchess,PSYC,207,PSYCHOLOGY ELECTIVE,PSYC,801L,PSYCHOLOGY ELECTIVE
Dutchess,PSYC,901L,PSYCHOLOGY COURSE,PSYC,901L,PSYCHOLOGY COURSE
Dutchess,PSYC,904,PSYC ELECTIVE,PSYC,801L,PSYCHOLOGY ELECTIVE
Dutchess,REA,91,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,REA,100,COLLEGE READING,LERN,105L,COLLEGE READING
Dutchess,REA,103,COLLEGE READING,LERN,105L,COLLEGE READING
Dutchess,REA,105,COLLEGE READING,LERN,105L,COLLEGE READING
Dutchess,REA,271,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,REA,272,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,REA,273,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,REC,101,PHYS ED ELECTIVE,PHED,803N,PHYS ED ELECTIVE
Dutchess,REC,102,PHYS ED ELECTIVE,PHED,805N,PHYS ED ELECTIVE
Dutchess,RET,100,FASHION ELECTIVE,FASH,803N,FASHION ELECTIVE
Dutchess,RET,101,MARKET MANAGEMENT,BUS,340N,MARKET MANAGEMENT
Dutchess,RET,103,FASHION ELECTIVE,FASH,802N,FASHION ELECTIVE
Dutchess,RET,104,FASHION ELECTIVE,FASH,801L,FASH ELECTIVE
Dutchess,RET,105,FASHION ELECTIVE,FASH,804N,FASHION ELECTIVE
Dutchess,RET,106,PRINC RETAILING,FASH,265N,PRIN RETAILING
Dutchess,RET,108,FASHION ELECTIVE,FASH,801N,FASHION ELECTIVE
Dutchess,RET,203,FASHION ELECTIVE,FASH,801N,FASHION ELECTIVE
Dutchess,RET,204,VISUAL MERCH,FASH,285N,VISUAL MERCH
Dutchess,RET,206,FASHION ELECTIVE,FASH,803N,FASHION ELECTIVE
Dutchess,RET,207,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,RET,211,FASH EMPLOY SEM,FASH,400N,FASH EMPLOY SEM
Dutchess,RET,273,FASHION ELECTIVE,FASH,802N,FASHION ELECTIVE
Dutchess,SC,140,IS COURSE,IS,991L,IS COURSE
Dutchess,SCI,100,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,SCI,801L,SCIENCE ELECTIVE,SCI,801L,SCIENCE ELECTIVE
Dutchess,SCI,901,SCIENCE ELECTIVE,SCI,801L,SCIENCE ELECTIVE
Dutchess,SCS,112,GENERAL ELECTIVE,ELEC,801L,GENERAL ELECTIVE
Dutchess,SCS,121,PSYC COURSE,PSYC,902L,PSYC COURSE
Dutchess,SCS,122,PSYC COURSE,PSYC,903L,PSYC COURSE
Dutchess,SCS,134,PSYCHOLOGY COURSE,PSYC,215L,PSY OF INTERP COM
Dutchess,SCS,141,INTRO CRIM JUST,CRJU,101L,INTRO CRIM JUST
Dutchess,SCS,142,CRIMINOLOGY,CRJU,202L,CRIMINOLOGY
Dutchess,SCS,156,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,SCS,242,DRUG/ALCOHOL ABUS,CRJU,242L,DRUG/ALCOHOL ABUS
Dutchess,SCS,262,JUVENILE DELINQ,CRJU,223L,JUVENILE DELINQ
Dutchess,SCS,263,CRIM PROCEDURE I,CRJU,303L,CRIM PROCEDURE I
Dutchess,SCS,264,CRIM PROCEDR II,CRJU,304L,CRIM PROCEDR II
Dutchess,SCS,273,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,SCS,902,GENERAL ELECTIVE,ELEC,802L,GENERAL ELECTIVE
Dutchess,SES,210,BUSINESS ELECTIVE,BUS,802N,BUSINESS ELECTIVE
Dutchess,SO,207,CRIMINOLOGY,CRJU,202L,CRIMINOLOGY
Dutchess,SOC,101,INTRO SOCIOLOGY,SOC,101L,INTRO SOCIOLOGY
Dutchess,SOC,103,SOCIOLOGY COURSE,SOC,901L,SOCIOLOGY COURSE
Dutchess,SOC,113,INTRO SOCIOLOGY,SOC,101L,INTRO SOCIOLOGY
Dutchess,SOC,202,SOCIAL INEQUALITY,SOC,336L,SOCIAL INEQUALITY
Dutchess,SOC,202,SOCIAL INEQUALITY,SOC,336L,SOCIAL INEQUALITY
Dutchess,SOC,203,INTRO SOCIOLOGY,SOC,101L,INTRO SOCIOLOGY
Dutchess,SOCI,101,INTRO SOCIOLOGY,SOC,101L,INTRO SOCIOLOGY
Dutchess,SOCW,801N,SOCIAL WORK ELECTIVE,SOCW,801N,SOCIAL WORK ELECTIVE
Dutchess,SOCW,802L,L,SOCW,802L,SOCIAL WORK ELECTIVE
Dutchess,SOS,101,HISTORY COURSE,HIST,901L,HISTORY COURSE
Dutchess,SOS,103,SOCIOLOGY COURSE,SOC,901L,SOCIOLOGY COURSE
Dutchess,SOS,203,SOCIOLOGY COURSE,SOC,901L,SOCIOLOGY COURSE
Dutchess,SOS,205,SOCIOLOGY COURSE,SOC,902L,SOCIOLOGY COURSE
Dutchess,SPA,101,ELEM SPANISH I,SPAN,101L,ELEM SPANISH I
Dutchess,SPA,102,ELEM SPANISH II,SPAN,102L,ELEM SPANISH II
Dutchess,SPA,199,SPANISH COURSE,SPAN,901L,SPANISH COURSE
Dutchess,SPA,201,INTER SPANISH I,SPAN,105L,INTER SPANISH I
Dutchess,SPA,202,INTER SPANISH II,SPAN,106L,INTER SPANISH II
Dutchess,SPA,2030,INTER SPAN I,SPAN,105L,INTER SPANISH I
Dutchess,SPA,2040,INTER SPAN II,SPAN,106L,INTER SPAN II
Dutchess,SPA,208,SPANISH COURSE,SPAN,901L,SPANISH COURSE
Dutchess,SPA,273,SPANISH ELECTIVE,SPAN,801L,SPANISH ELECTIVE
Dutchess,SPA,301,ADV SPANISH I,SPAN,201L,ADV SPANISH I
Dutchess,SPA,302,ADV SPAN II,SPAN,202L,ADV SPAN II
Dutchess,SPA,320,SPAN-HISPANICS I,SPAN,210L,SPAN-HISPANICS I
Dutchess,SPA,901,SPANISH COURSE,SPAN,901L,SPANISH COURSE
Dutchess,SPA,999,SPANISH COURSE,SPAN,901L,SPANISH COURSE
Dutchess,SPAN,199,ELEM SPANISH II,SPAN,102L,ELEM SPANISH II
Dutchess,SPC,101,PUBLIC PRESENTAT.,COM,101L,PUBLIC PRESENTAT.
Dutchess,SPE,10,PUBLIC PRESENTAT.,COM,101L,PUBLIC PRESENTAT.
Dutchess,SPE,100,PUBLIC PRESENTAT.,COM,101L,PUBLIC PRESENTAT.
Dutchess,SPE,101,PUBLIC PRESENTAT.,COM,101L,PUBLIC PRESENTAT.
Dutchess,SPE,101L,PUBLIC PRESENTAT.,COM,101L,PUBLIC PRESENTAT.
Dutchess,SPE,102,COMM ELECTIVE,COM,801L,COMM ELECTIVE
Dutchess,SPE,102L,COMM ELECTIVE,COM,801L,COMM ELECTIVE
Dutchess,SPE,103,GENERAL ELECTIVE,ELEC,801N,GENERAL ELECTIVE
Dutchess,SPE,107,COMM COURSE,COM,901L,COMM COURSE
Dutchess,SPE,110,COMM COURSE,COMM,900L,COMM COURSE
Dutchess,SPE,111,COMM ELECTIVE,COM,801L,COMM ELECTIVE
Dutchess,SPE,115,STUDY SKILL ELECT,LERN,801L,STUDY SKILL ELECT
Dutchess,SPE,116,ORGANIZATION ELECTIVE,ORG,801N,ORGANIZATION ELECTIVE
Dutchess,SPE,201,AUGUMENT & DEBATE,COM,204L,AUGUMENT & DEBATE
Dutchess,SPE,204,GENERAL ELECTIVE,ELEC,802N,GENERAL ELECTIVE
Dutchess,SPE,210,COMM COURSE,COM,901L,COMM COURSE
Dutchess,SPE,211,COMM COURSE,COM,901L,COMM COURSE
Dutchess,SPE,219,INTERCULT COMM,COM,325L,INTERCULT COMM
Dutchess,SPE,272,COM ELECTIVE,COM,804N,COMM ELECTIVE
Dutchess,SPE,903,PUBLIC PRESENTAT.,COM,101L,PUBLIC PRESENTAT.
Dutchess,SPE,904,COMM COURSE,COM,901L,COMM COURSE
Dutchess,SPE,905,COMM ELECTIVE,COM,801L,COMM ELECTIVE
Dutchess,SPE,907,ORGANIZATION ELECTIVE,ORG,801N,ORGANIZATION ELECTIVE
Dutchess,SPEC,116,GENERAL ELECTIVE,ELEC,801L,GENERAL ELECTIVE
Dutchess,TEL,110,ITS COURSE,ITS,901L,ITS COURSE
Dutchess,TEL,210,ITS COURSE,ITS,902L,ITS COURSE
Dutchess,TEL,211,DATA COMMUNICATIONS,ITS,406N,DATA COMMUNICATIONS
Dutchess,TEL,212,INTERNETWORKING I,ITS,415N,INTERNETWORKING I
Dutchess,THE,103,ENG THEATRE-PRODUCTION,ENG,923L,ENG THEATRE-PRODUCTION
Dutchess,THE,105,INTRO DRAMA/PERFORM,ENG,150L,INTRO DRAMA/PERFORM
Dutchess,THE,106,ART 100 LEV GEN,ART,901L,ART 100 LEV GEN
Dutchess,THE,109,ACTING I,ENG,227L,ACTING I
Dutchess,THE,120,GENERAL ELECTIVE,ELEC,801L,GENERAL ELECTIVE
Dutchess,THE,161,THEATRE PRACTICUM,ENG,229L,THEATRE PRACTICUM
Dutchess,THE,201,Play Directing,ENG,901L,ENG COURSE/WRIT
Dutchess,THE,209,ACTING II,ENG,241L,ACTING II
Dutchess,THE,261,THEATRE WORKSHOP,ENG,451L,THEATRE WORKSHOP
Dutchess,THE,271,GENERAL ELECTIVE,ELEC,801L,GENERAL ELECTIVE
Dutchess,THE,273,ENG COURSE/WRIT,ENG,901L,ENG COURSE/WRIT
Dutchess,THE,903,ENGLISH ELECTIVE,ENG,802L,ENGLISH ELECTIVE
Dutchess,THEA,109,ENG COURSE/WRIT,ENG,901L,ENG COURSE/WRIT
Dutchess,VIS,110,FUND ART-DESIGN,ART,101N,FUND ART-DESIGN
Dutchess,VIS,152,ARTS 100 LEV STUDIO,ART,901N,ARTS 100 LEV STUDIO
Dutchess,VIS,170,ARTS 100 LEV STUDIO,ART,901N,ARTS 100 LEV STUDIO
Dutchess,WFE,101,PHYS ED COURSE,PHED,801N,PHYS ED ELECTIVE
Dutchess,WFE,103,PHYS ED ELECTIVE,PHED,805N,PHYS ED ELECTIVE
Dutchess,WVE,101,PHYS ED ELECTIVE,PHED,801N,PHYS ED ELECTIVE
